pmid,title,abstract
41858765,Inhibitory effects of spermidine on lipopolysaccharide-induced inflammation in RAW 264.7 cells.,"Spermidine (SPD) is a naturally occurring polyamine with anti-inflammatory and antioxidant properties. Given the pivotal role of macrophages in inflammatory pathogenesis (such as rheumatoid arthritis and autoimmune encephalomyelitis), the present study hypothesized that SPD exerts its anti-inflammatory effects by suppressing macrophage polarization. Briefly, RAW 264.7 cells were activated using lipopolysaccharide (LPS) and were treated with a vehicle control (complete DMEM) or varying SPD concentrations. The ratio of M1 and M2 macrophages in each group was determined using flow cytometry. Inflammatory gene expression and cytokine levels were determined using reverse transcription quantitative PCR and ELISA. The levels of NF-κB pathway-associated proteins were measured through western blotting. The findings revealed that the proportion of M1 cells gradually decreased with increasing SPD concentrations. In LPS-stimulated RAW 264.7 cells, SPD markedly decreased the expression of M1 marker genes and notably increased that of M2 marker genes. Furthermore, SPD decreased IL-6 levels and increased IL-10 levels. In addition, the levels of phosphorylated (p)-p65 and p-IκBα, which are NF-κB pathway-associated proteins, were markedly decreased after 24 h of SPD treatment. Overall, SPD treatment inhibited LPS-induced M1 polarization, reduced pro-inflammatory gene/cytokine expression and enhanced anti-inflammatory markers, potentially through NF-κB pathway modulation."
41860659,Multi-omics and mendelian randomization uncover microbial-metabolite-gene interactions in age-related hearing loss.,"Age-related hearing loss (ARHL), as one of the most common sensory impairments among the elderly, has a complex etiology and lacks effective targeted intervention strategies. Through integrated multiomics analysis, we identified 38 ARHL core-associated candidate genes that are predominantly enriched in pathways such as NF-κB signaling, antigen presentation, and oxidative phosphorylation. These findings suggest potential metabolic dysregulation and features consistent with ""inflammatory aging"" in the cochlea. Mendelian randomization analysis further highlighted UROS, C1QB, and GLIPR1 as potential biomarkers with high predictive value (AUC 0.948-0.970) within our dataset. Analysis of immune infiltration revealed a positive association between GLIPR1 and Th2 and neutrophil expression. Through correlation analysis and GutMgene database screening, we observed that FPR2 and GLIPR1 are significantly co-expressed. Molecular docking and molecular dynamics simulations further suggested that FPR2 can bind to taurodeoxycholic acid with high stability. Based on these findings, we hypothesize the existence of a ""Roseburia-FPR2-taurodeoxycholic acid"" regulatory network that may contribute to ARHL. This speculative model provides a novel framework for future investigations into the potential role of the gut-inner ear axis in ARHL."
41860465,Nuclear Translocation of Mitochondrial Ferredoxin Reductase Is Regulated by AKT-Mediated Phosphorylation.,"Ferredoxin reductase (FDXR) is the sole ferredoxin reductase in humans and plays an essential role for steroidogenesis and biosynthesis of heme and iron sulfur cluster (ISC) by transferring electrons from NADPH to ISC-containing ferredoxin 1 (FDX1) and FDX2. In this study, we found that while FDXR is classified as a mitochondria-localized flavoprotein, it can be translocated into the nucleus, especially in response to various stress signals. Next, we identified a bipartite NLS within amino acids 271-299 of FDXR, the disruption of which impairs its nuclear translocation. Further, we found that AKT can phosphorylate threonine 277 adjacent to the NLS in FDXR and subsequently enhances its nuclear translocation. Consistent with this, mutant FDXR(T277A), in which threonine 277 was substituted with alanine, impaired FDXR nuclear translocation. Together, our data provide evidence that the mitochondrial FDXR can be translocated to the nucleus, which is regulated by AKT-mediated phosphorylation, especially in response to cellular stress. Our data suggest that FDXR plays a role in the mitochondria-nucleus communication and stress responses."
41855861,Curcumin attenuates hindlimb unloading-induced bone loss by suppressing NF-κB-mediated osteoclast activation.,"Microgravity exposure or mechanical unloading profoundly disrupts skeletal homeostasis, leading to rapid bone loss that poses a major challenge during spaceflight and long-term bed rest. Despite existing countermeasures, effective pharmacological strategies with minimal side effects remain elusive. Here, we identify curcumin, a naturally polyphenolic compound with pleiotropic bioactivity, as a promising candidate unloading-induced osteoporosis. Daily administration of curcumin (200 mg/kg) markedly mitigates the reduction of trabecular bone mass and microarchitecture under hindlimb unloading (HU) mouse model, as evidenced by increased BV/TV, Tb.N, and Tb.Th, and reduced Tb.Sp. Curcumin significantly suppressed osteoclast function and bone resorption, reducing TRAP+ multinucleated cells and downregulating Ctsk, Mmp9, Trap, Nfatc1, and NFAT2 expression, while exerted minimal influence on cortical bone strength or key osteogenic markers (Alp, Col1a1, Bglap). Mechanistically, curcumin inhibited the NF-κB signaling cascade, specifically through attenuated phosphorylation of p65 and IκBα, which restrained osteoclastogenesis. Collectively, these findings demonstrated the potential roel of curcumin in preventing microgravity- or disuse-related bone loss."
41876647,LRRK2-targeting antisense oligonucleotide in Parkinson's disease: a phase 1 randomized controlled trial.,"LRRK2 (encoding leucine-rich repeat kinase 2) variants are the most common genetic cause of Parkinson's disease (PD). Lowering LRRK2 levels and/or inhibiting LRRK2 activity may modify PD-associated neuropathology. BIIB094 (ION859), an antisense oligonucleotide, targets LRRK2 mRNA for degradation. REASON was a first-in-human randomized phase 1 study investigating the safety, tolerability, pharmacokinetics and pharmacodynamics of intrathecal BIIB094 in patients with PD. In part A, 40 participants received single doses of BIIB094 10-150 mg or placebo. In part B, 42 participants, stratified by LRRK2 variant status, received four doses of BIIB094 40-120 mg or placebo every 4 weeks. Adverse events were reported by 64.5% (20/31) of participants in part A and by 84.8% (28/33) of participants in part B. The events were mainly mild to moderate and not dose limiting. No serious adverse events related to BIIB094 were reported in either part A or B. Systemic BIIB094 exposure increased with dose. Cerebrospinal fluid (CSF) LRRK2 and phosphorylated Rab10 levels were lowered by up to 59% and up to 50%, respectively, irrespective of LRRK2 variant status. Concomitant reductions in CSF lysosomal protein levels suggested a potential mechanism whereby LRRK2 therapeutics may impact underlying PD pathophysiology. ClinicalTrials.gov identifier, NCT03976349 ; EudraCT number, 2018-002995-42."
41867847,Activation of TPC2 amplifies lysosome-mitochondria calcium transfer to regulate energetic stress responses.,"Mitochondrial Ca 2+ uptake governs metabolism and cell fate, yet how signals from other organelles shape this remains incompletely defined. Although lysosomes are relatively small Ca 2+ stores, their strategic positioning at organelle contact sites suggests they may amplify Ca 2+ transfer within nanodomains. Here, we show that activation of the lysosomal Two-pore channel 2 (TPC2) initiates rapid mitochondrial Ca 2+ uptake through an endoplasmic reticulum-dependent relay requiring IP₃ receptors and the mitochondrial calcium uniporter channel. The extent of mitochondrial Ca 2+ accumulation scales with TPC2 activity without affecting global Ca 2+ responses, identifying TPC2 as a specific amplifier of lysosome-mitochondria Ca 2+ exchange. Moderate TPC2 activation transiently enhances oxidative phosphorylation, whereas sustained enhancement increases susceptibility to Ca 2+ -induced mitochondrial permeability transition. In stroke models, hyperactivation of TPC2 exacerbates injury, while acute pharmacological inhibition at reperfusion confers neuroprotection, including in human iPSC-derived neurons. Thus, lysosomal Ca 2+ release acts as an upstream regulator of mitochondrial energetic resilience under stress."
41847846,Sprouty2 modulates NF-κB signaling by sequestering the phosphatase PP2Ac in LPS-stimulated macrophages.,"The role of the adapter protein Sprouty2 (Spry2) in lipopolysaccharide (LPS)/TLR4-mediated signaling is unknown. In the present study we show that Spry2 positively regulates NF-κB signaling by sequestering the negative regulator PP2Ac in LPS-stimulated bone marrow derived macrophages (BMDM). Spry2 deficient BMDM display impaired LPS/TLR4-induced cytokine production and NF-κB activation. This impaired cytokine production in Spry2 deficient macrophages is not due to defects in receptor proximal signaling events or dysregulated MAPK activation. Mechanistically, we show that upon LPS stimulation, Spry2 is serine phosphorylated and associated with the phosphatase PP2Ac. The PP2Ac sequestration by Spry2 heightens NF-κB activation, enhances nuclear translocation of p65 and augments cytokine production. On the other hand, macrophages from Spry2 deficient mice display enhanced interaction between PP2Ac and p65, increased p65 dephosphorylation, reduced nuclear translocation of p65 and curtailed cytokine secretion. Pretreatment of Spry2 deficient macrophages with PP2Ac inhibitors restores p65 nuclear translocation and cytokine secretion in response to LPS. Collectively, our study suggest a novel role for Spry2 in modulation of NF-κB activation in response to LPS."
41858884,Peripheral amylin modulation rebalances brain glycolysis and Tau-Ser214 phosphorylation via cAMP-PKA signaling.,"Brain glucose dysregulation is shared by Alzheimer's disease (AD) and diabetes, but whether it arises from central or peripheral mechanisms remains unclear. Amylin, a pancreatic hormone, normally supports CNS cAMP-PKA signaling, metabolism and memory; however, prediabetes-associated hypersecretion disrupts this balance. Using human amylin-inducible mice, we show that toggling amylin secretion during metabolic stress bidirectionally regulates brain glycolysis and function. Excess amylin overactivates cAMP-PKA signaling, suppressing glycolysis and inducing Tau-Ser214 phosphorylation, two core features of AD pathology. This state is accompanied by activation of the amino acid starvation response, Tau-T231 hyperphosphorylation, pTau-Aβ coupling, neuroinflammation and memory deficit. In contrast, reducing amylin in prediabetes preserves glycolysis, ATF4-dependent proteostasis and cognition. Astrocytes emerge as primary targets, as amylin receptor blockade prevents glycolytic deficits ex vivo, and amylin accumulates in GFAP-enriched regions in vivo. Together, these results define prediabetic hyperamylinemia as an upstream, modifiable driver of PKA-mediated tau pathology linking metabolic dysfunction to AD."
41850723,Huntingtin (HTT) interactome in regulation of DNA repair/remodeling and RNA processing pathways.,"Huntington's disease (HD), an uncurable neurodegenerative disorder, is caused by CAG repeat expansion in the HD gene encoding mutant huntingtin protein. DNA damage response is implicated in HD pathogenesis. We used multiple approaches to assess normal and mutant HTT interactomes in the context of genotoxic stress. We show that double-strand break (DSB) repair response is impaired in HD neurons, which are more vulnerable to DSB-induced stress. We found that S1181 phosphorylation of HTT is regulated by DSB, and can be carried out by DNA-PK. Functional interaction of HTT with a major DSB kinase DNA-PKcs and association of both proteins with nuclear speckles suggest a role of HTT in DSB repair mechanism; however, physiological outcome of these interactions remains to be examined. We revealed HTT interactions with other proteins associated with nuclear speckles, TCERG1 and MED15, whose loci are genetic modifiers for HD, and with chromatin remodeling complex BAF. These interactions may position HTT as an important scaffolding intermediary providing integrated regulation of gene expression and RNA processing in the context of DNA repair mechanisms."
41873439,Pharmacological evaluation of an ex vivo cervicovaginal HIV prevention model.,"BACKGROUND: The female genital tract (FGT) is a unique compartment with physiologically distinct properties complicating the extrapolation of drug efficacy; critical gaps remain in understanding regional variability within the FGT itself. We performed an in-depth investigation across endo- and ectocervical tissues on the utility of the cervical explant model to evaluate pre-exposure prophylaxis (PrEP) efficacy. METHODS: Using normal cervical tissues, we evaluated gene expression of relevant drug metabolizing enzymes and transporters (DMETs) via qRT-PCR and compared ecto- and endocervix. To determine differences in drug phosphorylation and to assess antiretroviral (ARV) efficacy, we incubated explants in tenofovir and emtricitabine then measured intracellular metabolites. Viral infectivity and dose-response with ARVs was measured using viral RNA and p24 following HIV-1JR-CSF challenge. RESULTS: ABCC4 expression was 3-fold lower in ectocervical tissues compared with endocervical, whereas CYP3A5 was 2-fold higher. IL-6 was correlated with ABCB1 (r = 0.52, P = 0.01) and ABCG2 (r = 0.56, P =0.005). Dose-normalized phosphorylation did not differ between endo- and ectocervix (P > 0.5). Infectivity of explants was low (53%) but did not differ by compartment. Intracellular tenofovir diphosphate concentrations were associated with a decrease in ectocervical viral replication (r =0.39, P < 0.05). There was a strong relationship between the proportion of explants infected and emtricitabine dose (P =0.02) but no relationship between intracellular emtricitabine triphosphate and protection. CONCLUSIONS: We identified differences in DMET expression and ARV metabolism between ecto- and endocervical tissues, as well as correlations between DMET and IL-6. Ectocervical explants demonstrated consistent viral infectivity and dose-dependent inhibition. The model is useful in determining tenofovir diphosphate targets."
41848300,Bip1 regulates AMPK signaling in response to endoplasmic reticulum stress.,"The accumulation of misfolded and unfolded proteins within the endoplasmic reticulum (ER) lumen induces ER stress, which in turn triggers various consequences, such as the unfolded protein response (UPR). AMP-activated protein kinase (AMPK) is also a cellular stress sensor. However, the interplay between AMPK and ER stress remains poorly understood. In this study, we report that in the fission yeast Schizosaccharomyces pombe, the deletion of erd2, a central component for the retrieval of ER-resident proteins, leads to the accumulation of the canonical ER luminal chaperone Bip1 in the cytosol. Moreover, we demonstrate that erd2 deletion increases the levels of the AMPK upstream kinase Ssp1 in a Bip1-dependent manner, thereby promoting AMPK phosphorylation. Intriguingly, although these phenotypes are not dependent on UPR, they can also be caused by ER stress. We further identify multiple E3 ubiquitin ligases that are responsible for the regulation of Ssp1 stability, and Bip1 physically interacts with and stabilises Ssp1 by inhibiting ubiquitination of Ssp1. Additionally, we elucidate that AMPK activation, mediated by the stabilised Ssp1, is required to sustain cell viability, particularly in cells lacking Erd2. Collectively, our findings demonstrate the important role of Erd2 in the maintenance of cellular homeostasis and establish a link between ER stress and AMPK signalling."
41855213,Myofibrillar protein accumulation but reduced protein synthesis in PDCD4-depleted myotubes.,"Skeletal muscle is critical to whole-body functionality and homeostasis. The mammalian/mechanistic target of rapamycin complex 1 (mTORC1) is a nutrient/growth-factor sensitive positive regulator of skeletal muscle mass. Amongst other substrates, mTORC1 phosphorylates the ribosomal protein S6 kinase (S6K1). Activated S6K1 acts through multiple effectors, including programmed cell death 4 (PDCD4), to promote mRNA translation and protein synthesis. Much of what is known about PDCD4 is in non-muscle cells. We previously demonstrated that the effect of PDCD4 differs between myoblasts and myotubes. Here, we showed that PDCD4 depletion in myotubes enhanced myotube diameter (+36%) and accumulation of myofibrillar proteins (+163-237%). These effects occurred along with increased phosphorylation of AKTser473 (+85%) and of the mTORC1 substrate S6K1thr389 (+152%), but protein synthesis was suppressed. There was increased phosphorylation of FoxO3aser253 (+250%) and a corresponding reduction in the expression of the muscle protein ubiquitin ligase MuRF1 (-44%), but there was no significant effect on measures of proteolysis or autophagy. In starved myotubes treated with the proteasome inhibitor MG132, accumulation of ubiquitinated proteins was attenuated in PDCD4-depleted cells. PDCD4 depletion did not augment sarcoplasmic reticulum (SR) Ca2+ release capacity but was associated with reduced ATP and intracellular amino acid levels. Finally, AKT inhibition partially attenuated the effect of PDCD4 depletion on myofibrillar protein abundance. In summary, myofibrillar protein accumulation in PDCD4-depleted myotubes did not lead to improved intracellular Ca2+ handling, likely due to reduced energy level. Our data point to a pivotal role for PDCD4 in regulating myotube size."
41852743,Dephosphorylation at Ser548 regulates hemocyanin-derived antibacterial peptides and immune defense in,"Phosphorylation plays a critical role in regulating immune responses in invertebrates. In Penaeus vannamei, hemocyanin, a multifunctional immune protein, is cleaved to produce antimicrobial peptides (AMPs) essential for pathogen defense. This study identifies Ser548 phosphorylation of the hemocyanin small subunit (PvHMCs) as a key regulator of trypsin-mediated hemocyanin degradation and antimicrobial peptides production. Dephosphorylation of Ser548, controlled by PvCK2α kinase and PvPP2AC phosphatase, enhances cleavage, generating peptides with strong antibacterial activity against Vibrio parahaemolyticus and Streptococcus iniae. Phosphorylation inhibits this process, reducing peptide production and immune efficacy. In vivo, Ser548 dephosphorylation improves bacterial clearance and enhances shrimp survival. These findings reveal a critical molecular mechanism underlying shrimp immunity and suggest targeting hemocyanin phosphorylation to boost disease resistance in aquaculture."
41851037,Aging Triggers an Intestinal Energy Crisis and HDL3 Deficiency Disrupting Gut-Liver Axis Homeostasis.,"During aging, decreased intestinal barrier function and its ability to synthesize metabolites are closely associated with various age-related diseases. However, the mechanism by which impaired intestinal synthesis contributes to gut-liver axis aging remains unclear. This study reveals that aging induces a mitochondrial energy crisis and defective membrane localization of ABCA1, significantly inhibiting the biosynthesis of high-density lipoprotein 3 (HDL3) in the intestine. Exogenous supplementation with β-nicotinamide mononucleotide (NMN) restores intestinal NAD+ homeostasis, enhances oxidative phosphorylation efficiency, and promotes ATP-dependent lipid transport, thereby rejuvenating the production of gut-derived HDL3. Further investigations demonstrate that gut-originated HDL3 neutralizes lipopolysaccharide (LPS) in the liver and attenuates TLR4-mediated inflammatory cascades, ultimately ameliorating age-related liver injury. These findings elucidate a novel mechanism whereby NMN modulates the NAD+-mitochondria-ABCA1-HDL3 axis to preserve gut-liver axis function, offering a promising therapeutic strategy for mitigating aging-related pathologies in this metabolic cross-talk."
41844775,β-tubulin phosphorylation by Chk1 is required for normal spindle formation during cell division.,"The mitotic spindle is a microtubule-based apparatus that is responsible for accurate segregation of chromosomes into two daughter cells. In this study, we show that the DNA damage kinase Chk1 is required for optimal density and efficient nucleation of spindle microtubules during unperturbed mitosis in vertebrate cells. Chk1 phosphorylates β-tubulin at the identified conserved site threonine-285 (T285) in vitro, and at mitotic centrosomes in prometaphase and metaphase. Impaired β-tubulin-T285 phosphorylation correlates with improper spindles, delayed anaphase onset, erroneous chromosome alignment and segregation, unequal daughter cell-size and reduced cell proliferation. The ATR-interacting protein ATRIP promotes localization of ATR kinase and the mediator protein TopBP1 to mitotic centrosomes; furthermore, interaction of ATRIP with ATR and TopBP1 is required for Chk1 activation and β-tubulin-T285 phosphorylation. These results identify a signaling pathway that promotes spindle maturation and function in human cells, through Chk1-mediated β-tubulin-T285 phosphorylation."
41839844,AURKA-mediated destabilization of SAPS3 drives ferroptosis evasion via 7-dehydrocholesterol biosynthesis in colorectal cancer.,"While ferroptosis induction offers promising avenue for cancer therapeutics, its clinical utility in colorectal cancer (CRC) is limited by pervasive intrinsic resistance mechanisms. Here, we identify Aurora kinase A (AURKA) as a central suppressor of ferroptosis by rewiring cholesterol metabolism. Mechanistically, AURKA phosphorylates and destabilizes its negative regulator SAPS3 at Ser523/524, relieving AMPK suppression. Activated AMPK subsequently inhibits SREBP2 nuclear translocation and DHCR7 transcription, resulting in the accumulation of 7-dehydrocholesterol (7-DHC), a lipid antioxidant that confers ferroptosis resistance. Both genetic and pharmacologic inhibition of AURKA restore ferroptosis sensitivity and enhance chemotherapy efficacy in vitro and in patient-derived xenograft models. Clinically, elevated AURKA expression correlates with poor prognosis and reduced chemotherapy response in CRC patients. These findings delineate a novel AURKA-SAPS3-AMPK-SREBP2 axis that bridges cholesterol homeostasis and ferroptosis evasion, positioning AURKA as a promising therapeutic target for chemosensitization in CRC."
41867376,Prevention of diabetic retinopathy in a rat model by a functional food mix.,"PURPOSE: Diabetic retinopathy (DR), a severe microvascular complication of both type 1 and type 2 diabetes, is one of the leading causes of blindness. Prolonged hyperglycemia leads to vascular endothelial changes, inflammation, neovascularization, and apoptosis through multiple mechanisms, including increased aldose reductase (AR) activity and formation of advanced glycation end products, which contribute to the development of DR. Based on our previous studies with various functional foods that showed AR inhibition and prevented the formation of advanced glycation end products, in this study, a functional food (FF) mix was formulated and investigated its efficacy against DR progression in a rat model. METHODS: An FF mix was prepared with powders of amla pericarp, turmeric rhizome, ginger rhizome, cinnamon bark, and black pepper seeds in a specific proportion. Two-month-old Sprague-Dawley rats were grouped into control (C), streptozotocin-induced diabetes (D), and diabetes fed with FF at two levels (FF1, 0.85 g/100 g diet; FF2, 4.25 g/100 g diet) for 6 months from the induction of diabetes. At the end of the experiment, electroretinography was performed, and the eyes were dissected after the animals were sacrificed. A set of eyes was formalin-fixed for histology and immunohistochemistry examination, and the retina from the remaining eyes was used for immunoblotting analysis. RESULTS: Supplementation of FF mix in the diet to diabetic rats has improved retinal function (electroretinography), as well as prevented histomorphological changes and loss of photoreceptor cells (rhodopsin), compared to untreated diabetic rats. Further, FF mix ameliorated hyperglycemia-induced angiogenesis (vascular endothelial growth factor, hypoxia-inducible factor 1α) and gliosis (glial fibrillary acidic protein) in the diabetic rats, accompanied by decreased inflammation (phosphorylated nuclear factor κB, tumor necrosis factor α, monocyte chemoattractant protein 1) and apoptosis (Bax, Bcl2, caspase3, and caspase12). CONCLUSIONS: This study illustrates the potential of an FF mix, attributed to the synergistic effects of its components, alleviating the progression of diabetic retinopathy by reducing diabetes-induced hypoxia, gliosis, and inflammation, while also inhibiting apoptosis in retinal cells."
41870250,"Bacterial nitrogen-related phosphotransferase systems: new insights into diverse roles in virulence, physiology, and central metabolism.","Nitrogen-related phosphotransferase (PTSNtr) systems are highly conserved and widely distributed in proteobacteria. These systems are thought to enable bacteria to sense and respond to changes in cellular carbon and nitrogen availability. The PTSNtr is analogous to the carbohydrate phosphotransferase systems that carry out phosphorylation and uptake of specific carbohydrates. Instead of targeting carbohydrates, the PTSNtr influences metabolic flux, virulence, biofilm development, stress adaptation, and other phenotypes in ways that vary among different species. Mechanistic insights into the regulatory roles of the PTSNtr have emerged from studies in diverse bacteria, including Escherichia coli, agriculturally relevant nitrogen-fixing symbionts, and biotechnology-relevant and opportunistic pathogens of the Pseudomonas genus. In this review, we summarize both seminal and more recent discoveries underpinning the current understanding of PTSNtr and identify unifying themes that connect these systems across disparate species."
41868832,"The relationship between total tau protein, phosphorylated tau protein, schizophrenia and bipolar disorder: a systematic review and meta-analysis.","INTRODUCTION: Neurodevelopmental disorders, notably schizophrenia, continue to pose major challenges in mental health and clinical practice. Numerous studies have posited potential associations between tau proteins and schizophrenia or bipolar disorder (BD), yet these associations have not been systematically described or quantitatively examined. This study aims to compare total tau and phosphorylated tau levels in plasma, serum (collectively referred to as peripheral blood), and cerebrospinal fluid (CSF) between individuals with schizophrenia and healthy controls, and to further examine total tau levels in BD. METHODS: Employing a meticulous search strategy across PubMed, Embase, Medline and Web of Science, this study adheres to PRISMA guidelines. Eligible studies were non-randomized controlled trials investigating associations between tau proteins, schizophrenia or BD. Standardized mean differences (SMDs) with 95% confidence intervals (CIs) were calculated. This study protocol has been registered on PROSPERO (CRD420251123530). RESULTS: 10 studies were included in the meta-analysis. Total tau levels were significantly lower in patients with schizophrenia compared to controls in CSF (SMD = -0.33, 95% CI: [-0.59, -0.08]) and peripheral blood samples (SMD = -0.88, 95% CI: [-1.61, -0.15]). Combining both samples, the overall SMD was -0.48 (95% CI: [-0.66, -0.31]), indicating a significant reduction in total tau levels. The pooled analysis for phosphorylated tau group yielded an SMD of -1.07 (95% CI: [-1.55, -0.59]), with consistent findings in CSF samples (SMD = -0.76, 95% CI:[-1.17, -0.35]). In contrast, total tau levels did not differ significantly between patients with BD and healthy controls (SMD = -0.07, 95% CI: [-0.26, 0.12]), Data were insufficient to support a meta-analysis of the relationship between phosphorylated tau and BD. CONCLUSION: T-tau and p-tau protein levels are lower in schizophrenia patients compared with healthy controls, whereas no significant difference was observed in BD patients. These findings may have potential for clinical diagnostics. SYSTEMATIC REVIEW REGISTRATION: https://www.crd.york.ac.uk/prospero/, identifier CRD420251123530."
41854278,Oxidative phosphorylation and mitochondrial dynamics are regulated by Sestrin2 to maintain cellular function.,"The stress-inducible protein Sestrin2 (SESN2) has recently emerged as an orchestrator of mitochondrial signaling. The regulation of mitochondria-related pathways, such as aerobic respiration, is thought to be mediated by SESN2, but the underlying mechanisms are not fully understood. Here, we characterized mitochondria in Sesn2-knockdown myoblasts under physiological conditions using oxygen consumption rate measurements, fluorescence microscopy, and protein content analysis. We discovered that SESN2 is essential for sustaining oxidative phosphorylation and maintaining the mitochondrial network organization. SESN2 loss diminished ATP production, decreased the levels of nuclear- and mitochondrial-encoded complex IV subunits, and increased superoxide generation. Moreover, the assessment of mitochondrial distribution in Sesn2-knockdown cells revealed a more fragmented network. This was associated with an increased ratio of short to long optic atrophy 1 (OPA1) forms. Remarkably, disruption of mitochondrial signaling suppressed cellular proliferation and altered both cell and nuclear morphology. In summary, our findings suggest that SESN2 plays an important role in maintaining cellular homeostasis, partly through its impact on mitochondrial function."
41852144,"Ultrasound-Assisted Extraction, Chemical Modification, Structural Characterization, and Activity Studies of Polysaccharides From Corn Silk.","The extraction methods significantly affect the yield and structure of polysaccharides. Based on single-factor experiments, response surface methodology optimized ultrasound-assisted extraction conditions for corn silk polysaccharides (CSP): liquid-to-solid 43 mL/g, extraction time 3 h, and ultrasonic power 640 W, yielding 5.83% CSP. Sulfated, phosphorylated, and selenylated derivatives (CSP-S, CSP-P, and CSP-Se) were prepared with substitution degrees of 0.6 and 0.4, and selenium content of 5.3%, respectively. After confirming structures by UV, FT-IR, SEM, monosaccharide, and Congo-red analyses, the bioactivities of the modified CSP were compared. All derivatives improved antioxidant capacity in vitro: phosphorylation boosted DPPH scavenging, while sulfation enhanced hydroxyl and superoxide anion radical elimination. Selenylation markedly inhibited the activities of α-amylase and lipase, and promoted glucose consumption in HepG2 cells, demonstrating hypoglycemic potential. Moreover, all polysaccharides enhanced RAW264.7 cell viability, phagocytosis, and nitric oxide (NO) release, with CSP-S being most effective. Chemical modifications markedly improved CSP bioactivities, highlighting their application prospects."
41849361,Zero-shot prediction of drug responses using biologically informed neural networks trained on phosphoproteomic timeseries.,"Cellular signaling is driven by complex, dynamic phosphorylation networks that control growth and survival, and their dysregulation underlies diseases such as cancer. Although modern mass spectrometry enables large-scale quantification of phosphoproteomic responses over time, these measurements remain descriptive and cannot by themselves predict how signaling will evolve under perturbations. Here, we extend a biologically informed recurrent neural network framework (LEMBAS), to learn time-resolved phosphoproteomic trajectories. We introduce two interpretable modules; a phosphosite mapping that links signaling nodes to measured phosphorylation sites and a monotonic time mapping that aligns continuous experimental times to discrete signaling steps. Using synthetic benchmarks and an EGF-stimulation dataset with inhibitor treatments, the model accurately interpolates unseen time points and predicts drug-induced phosphoproteomic responses in a zero-shot setting, outperforming naïve and fully connected baselines. Importantly, the model identifies both canonical and non-canonical signaling effects, including modulation of the transcription factor FOXO3:S7 (from the PI3K/AKT pathway) by drugs affecting PTPN11 (from the RAS/ERK pathway). By combining mechanistic priors with deep learning, our framework provides a scalable approach to interpret and predict dynamic drug responses from phosphoproteomic data."
41846958,A single cell atlas of mouse podocytes upon injury identifies kidney zone-dependent responses.,"There are regional differences in the kidney in focal segmental glomerulosclerosis (FSGS) where podocyte injury is more severe in the juxta-medulla (JM) compared to the outer cortex (OC). Single nuclear RNA-sequencing was performed to determine any regional transcriptomic differences. 1055 differentially expressed genes (DEGs) were identified between healthy OC and JM podocytes. Of 53 podocyte canonical genes, only Magi1 and Mapt, and Npnt were higher in healthy OC and JM podocytes respectively. Hallmark pathway analysis showed that in normal mice, healthy JM podocytes are enriched for oxidative phosphorylation, glycolysis and fatty acid metabolism compared to OC podocytes. At day 7 in an experimental FSGS model induced in mice with a cytopathic anti-podocyte antibody, 226 and 225 DEGs were higher in OC and JM podocytes respectively, and 166 overlapped. Five podocyte subclusters were identified, of which the most severe (subcluster 4) was enriched for a senescence phenotype, including the p53 pathway. Inducing FSGS in mice in which p53 was deleted specifically in podocytes had lower glomerular injury compared to diseased wildtype mice. These results are consistent with differences in podocytes in the OC and JM, which might underlie regional differences in FSGS."
41855934,FScanR reveals widespread programmed ribosomal frameshifting consistent with neutral evolution in a ciliate model.,"Programmed ribosomal frameshifting (PRF) is a conserved translational recoding mechanism that allows multiple functionally distinct proteins to be synthesized from a single mRNA transcript. Although PRF is widespread among both prokaryotic and eukaryotic organisms, accurately assessing its full scope in biological systems using conventional genomic or proteomic data alone remains challenging. To address this, we have developed FScanR, a computational tool that identifies PRF events with high confidence by systematically comparing in-frame and out-of-frame nucleotide sequences with corresponding peptide datasets. Our results show that (1) FScanR detects PRF events in protein-coding genes across phylogenetically distinct organisms, enabling us to characterize the sequence features surrounding the PRF sites; (2) euplotid ciliates exhibit widespread PRF events, with no significant bias in GC content or inter-site distance observed in genomic regions flanking the PRF sites; (3) genes associated with PRF events participate in critical physiological processes, including phosphorylation, ubiquitination and metabolic regulation; and (4) PRF in euplotids occurs across genes with varying expression levels and appears to be under neutral selection. These findings highlight the value of FScanR in revealing recoding mechanisms and offer new insights into the evolutionary dynamics of PRF in single-celled eukaryotes."
